600002,Shigella_flexneri_1a,No_Info,4/23/2008,1A,A1
600004,Shigella_flexneri_2a,No_Info,4/23/2008,1A,A2
600006,Shigella_flexneri_6,No_Info,4/23/2008,1A,A3
600008,Shigella_flexneri_6,No_Info,4/23/2008,1A,A4
600018,Shigella_flexneri_1a,No_Info,4/23/2008,1A,A5
600020,Shigella_flexneri_2b,No_Info,4/23/2008,1A,A6
600023,Shigella_flexneri_2b,No_Info,4/23/2008,1A,A7
600025,Shigella_flexneri_2b,No_Info,4/23/2008,1A,A8
600026,Shigella_flexneri_1b,No_Info,4/23/2008,1A,A9
600036,Shigella_flexneri_2b,No_Info,4/24/2008,1A,A10
600040,Shigella_flexneri_2b,No_Info,4/23/2008,1A,B1
600043,Shigella_flexneri_4,No_Info,4/23/2008,1A,B2
600048,Shigella_sonnei_ll,No_Info,4/24/2008,1A,B3
600056,Shigella_flexneri_2a,No_Info,4/23/2008,1A,B4
600058,Shigella_flexneri_2a,No_Info,4/23/2008,1A,B5
600062,Shigella_flexneri_Y ,No_Info,4/23/2008,1A,B6
600078,Shigella_flexneri_2b,No_Info,4/23/2008,1A,B7
600080,Shigella_boydii,No_Info,4/23/2008,1A,B8
600082,Shigella_flexneri_2b,No_Info,4/23/2008,1A,B9
600086,Shigella_flexneri_4,No_Info,4/23/2008,1A,B10
600089,Shigella_sonnei_ll,No_Info,4/23/2008,1A,C1
600106,Shigella_flexneri_2b,No_Info,4/23/2008,1A,C2
600108,Shigella_flexneri_1b,No_Info,4/23/2008,1A,C3
600111,Shigella_sonnei_ll,No_Info,4/24/2008,1A,C4
600117,Shigella_flexneri_2b,No_Info,4/23/2008,1A,C5
600143,Shigella_flexneri_2b,No_Info,4/23/2008,1A,C6
600144,Shigella_flexneri_2b,No_Info,4/24/2008,1A,C7
600169,Shigella_flexneri_6,No_Info,4/23/2008,1A,C8
600174,Shigella_flexneri_2a,No_Info,4/23/2008,1A,C9
600190,Shigella_flexneri_1b,No_Info,4/23/2008,1A,C10
600202,Shigella_sonnei_l&ll,No_Info,4/23/2008,1A,D1
600206,Shigella_flexneri_2a,No_Info,4/23/2008,1A,D2
600213,Shigella_flexneri_1b,No_Info,4/23/2008,1A,D3
600216,Shigella_flexneri_3a,No_Info,4/23/2008,1A,D4
600221,Shigella_flexneri_1b,No_Info,4/23/2008,1A,D5
600226,Shigella_flexneri_3a,No_Info,4/24/2008,1A,D6
600239,Shigella_flexneri_1b,No_Info,4/23/2008,1A,D7
600241,Shigella_flexneri_2a,No_Info,4/23/2008,1A,D8
600242,Shigella_flexneri_5b,No_Info,4/23/2008,1A,D9
600247,Shigella_flexneri_2b,No_Info,4/23/2008,1A,D10
600253,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E1
600255,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E2
600257,Shigella_flexneri_2a,No_Info,4/24/2008,1A,E3
600267,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E4
600276,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E5
600281,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E6
600285,Shigella_flexneri_2a,No_Info,4/23/2008,1A,E7
600296,Shigella_flexneri_2a,No_Info,4/23/2008,1A,E8
600300,Shigella_flexneri_2a,No_Info,4/23/2008,1A,E9
600301,Shigella_flexneri_2b,No_Info,4/23/2008,1A,E10
600305,Shigella_flexneri_1b,No_Info,4/23/2008,1A,F1
600316,Shigella_flexneri_5b,No_Info,4/23/2008,1A,F2
600320,Shigella_flexneri_3a,No_Info,4/23/2008,1A,F3
600322,Shigella_flexneri_1b,No_Info,4/23/2008,1A,F4
600325,Shigella_flexneri_2a,No_Info,4/23/2008,1A,F5
600334,Shigella_flexneri_2b,No_Info,4/23/2008,1A,F6
600335,Shigella_flexneri_2b,No_Info,4/23/2008,1A,F7
600336,Shigella_flexneri_2b,No_Info,4/24/2008,1A,F8
600340,Shigella_flexneri_2a,No_Info,4/23/2008,1A,F9
600341,Shigella_flexneri_2a,No_Info,4/23/2008,1A,F10
600350,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G1
600351,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G2
600352,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G3
600356,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G4
600357,Shigella_flexneri_2a,No_Info,4/23/2008,1A,G5
600358,Shigella_sonnei_ll,No_Info,4/23/2008,1A,G6
600359,Shigella_sonnei_ll,No_Info,4/23/2008,1A,G7
600364,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G8
600366,Shigella_flexneri_2a,No_Info,4/23/2008,1A,G9
600377,Shigella_flexneri_2b,No_Info,4/23/2008,1A,G10
500019,Shigella_flexneri_2a,No_Info,6/17/2008,1A,    H6
500041,Shigella_flexneri_4a ,No_Info,6/17/2008,1A,    H7
500042,Shigella_flexneri_2a,No_Info,6/17/2008,1A,    H8
500062,Shigella_flexneri_2a,No_Info,6/17/2008,1A,    H9
500067,Shigella_flexneri_6,No_Info,6/17/2008,1A,    H10
500068,Shigella_flexneri_6,No_Info,6/17/2008,1A,    I1
500081,Shigella_flexneri_3a,No_Info,6/17/2008,1A,    I2
500084,Shigella_sonnei ll,No_Info,6/17/2008,1A,    I3
500088,Shigella_boydii,No_Info,6/17/2008,1A,    I4
500201,Shigella_flexneri_7,No_Info,6/17/2008,1A,    I5
500229,Shigella_flexneri_2a,No_Info,6/17/2008,1A,    I6
500241,Shigella_flexneri_2a,No_Info,6/17/2008,1A,    I7
500242,Shigella_flexneri_3a,No_Info,6/17/2008,1A,    I8
